date,Inflation,LTIR,Unemployment,STIR,LIBOR,BCTPS,UKUSFX,BDR,HPLR,HCCR
2012-10,2.4,1.7721,7.8,0.54397,0.21,1707947.63,1.61,1.07,7.48,17.33
2012-11,2.4,1.7741,7.8,0.52452,0.22,1701541.08,1.6,1.06,7.3,17.32
2012-12,2.4,1.8467,7.8,0.51848,0.21,1700157.13,1.61,1.05,7.06,17.33
2013-01,2.4,2.0795,8,0.51228,0.2,1702272,1.6,1.13,6.93,17.61
2013-02,2.5,2.1781,7.8,0.50988,0.2,1707849.77,1.55,1.05,6.89,17.69
2013-03,2.5,1.9768,7.8,0.50688,0.2,1704112.29,1.51,1.01,6.69,17.69
2013-04,2.2,1.7824,7.8,0.50557,0.2,1700977.92,1.53,0.98,6.65,17.71
2013-05,2.4,1.9462,7.7,0.50563,0.19,1696775.12,1.53,0.96,6.64,17.85
2013-06,2.6,2.3063,7.7,0.50794,0.2,1699005.83,1.55,0.92,6.62,17.84
2013-07,2.5,2.471,7.7,0.50944,0.19,1700887.05,1.52,0.9,6.1,17.89
2013-08,2.4,2.7088,7.6,0.51262,0.18,1705271.58,1.55,0.85,6.18,17.87
2013-09,2.4,2.8443,7.4,0.51688,0.18,1703466.24,1.59,0.88,6.13,17.88
2013-10,2,2.6784,7.2,0.51663,0.17,1708420.93,1.61,0.81,6.25,17.88
2013-11,1.9,2.7598,7.2,0.52344,0.17,1709133.87,1.61,0.78,5.76,18.13
2013-12,1.9,2.9458,7.2,0.52474,0.17,1709570.23,1.64,0.82,5.74,18.14
2014-01,1.8,2.91,6.9,0.52093,0.16,1704016.43,1.65,0.82,5.56,18.17
2014-02,1.6,2.8147,6.8,0.52153,0.16,1710787.43,1.66,0.76,5.33,18.31
2014-03,1.5,2.7837,6.6,0.52157,0.15,1703293.5,1.66,0.75,5.4,17.32
2014-04,1.7,2.7417,6.4,0.52665,0.15,1709698.04,1.67,0.76,5.45,17.32
2014-05,1.5,2.6989,6.3,0.52744,0.15,1715687.2,1.68,0.77,5.29,17.37
2014-06,1.8,2.7842,6.1,0.54394,0.16,1725815.25,1.69,0.79,5.23,17.36
2014-07,1.6,2.7343,6,0.55641,0.16,1726301.53,1.71,0.76,5.13,17.37
2014-08,1.5,2.5347,6,0.56119,0.16,1729317.08,1.67,0.75,5.12,17.39
2014-09,1.3,2.4919,6,0.56291,0.16,1727943.11,1.63,0.74,4.96,17.47
2014-10,1.3,2.2469,5.9,0.55836,0.16,1727291.07,1.61,0.78,5.01,17.54
2014-11,1.1,2.1593,5.7,0.55628,0.15,1731938.21,1.58,0.76,4.92,17.81
2014-12,0.7,1.9287,5.7,0.55818,0.17,1736830.99,1.56,0.75,4.93,17.75
2015-01,0.5,1.589,5.6,0.5626,0.17,1742437.71,1.51,0.78,4.8,17.85
2015-02,0.4,1.7365,5.5,0.56363,0.17,1744288.98,1.53,0.76,4.51,17.85
2015-03,0.3,1.7941,5.5,0.56436,0.18,1753208.81,1.5,0.76,4.41,17.84
2015-04,0.3,1.755,5.6,0.5695,0.18,1755835.93,1.5,0.75,4.34,17.85
2015-05,0.4,2.0243,5.6,0.56798,0.18,1756454.02,1.55,0.76,4.33,17.87
2015-06,0.3,2.1696,5.5,0.57188,0.19,1757567.37,1.56,0.77,4.28,17.84
2015-07,0.5,2.1353,5.4,0.58084,0.19,1767458.77,1.56,0.76,4.25,17.9
2015-08,0.4,1.9799,5.3,0.5867,0.19,1770222.69,1.56,0.77,4.25,17.91
2015-09,0.2,1.8814,5.2,0.58576,0.19,1781405.18,1.53,0.76,4.33,17.93
2015-10,0.2,1.846,5.1,0.58006,0.24,1784006.34,1.53,0.77,4.37,17.95
2015-11,0.4,1.9779,5.1,0.57371,0.43,1793967.64,1.52,0.77,4.44,17.94
2015-12,0.5,1.9234,5.1,0.58277,0.43,1797258.78,1.5,0.78,4.45,17.93
2016-01,0.6,1.7833,5.1,0.58976,0.44,1809427.81,1.44,0.75,4.29,17.96
2016-02,0.6,1.5032,5.1,0.59073,0.44,1829990.46,1.43,0.74,4.27,17.94
2016-03,0.8,1.5434,5,0.58825,0.44,1844197.49,1.43,0.74,4.38,17.94
2016-04,0.7,1.5688,4.9,0.5889,0.47,1842308.27,1.43,0.7,4.3,17.96
2016-05,0.7,1.5366,4.9,0.58929,0.47,1854578.16,1.45,0.67,4.33,17.93
2016-06,0.8,1.3105,4.9,0.57468,0.5,1877428.43,1.42,0.68,4.28,17.94
2016-07,0.9,0.9569,5,0.5136,0.53,1882290.25,1.31,0.68,4.13,17.96
2016-08,1,0.7421,4.8,0.40613,0.53,1887904.96,1.31,0.64,4.14,17.93
2016-09,1.3,0.8243,4.8,0.37907,0.53,1896169.76,1.31,0.61,4.11,17.94
2016-10,1.3,1.078,4.8,0.3975,0.62,1892910.57,1.23,0.6,3.75,17.95
2016-11,1.5,1.3818,4.7,0.39773,0.77,1902530.37,1.24,0.46,3.76,17.96
2016-12,1.8,1.4336,4.7,0.37226,0.78,1908201,1.25,0.4,3.74,17.96
2017-01,1.9,1.4203,4.6,0.3621,0.79,1904599.32,1.24,0.37,3.68,17.96
